custom_id,"(000,jobs)","(100,days)","(116th,congress)","(2019,congressional)","(21st,century)","(6,million)","(9,11)","(abortion,survivors)","(access,quality)","(act,2019)","(affordable,care)","(affordable,health)","(affordable,housing)","(african,american)","(ag,barr)","(air,force)","(alive,abortion)","(american,families)","(american,people)","(american,workers)","(anti,semitic)","(anti,semitism)","(art,competition)","(attorney,barr)","(background,checks)","(bipartisan,bill)","(bipartisan,legislation)","(border,patrol)","(border,security)","(border,wall)","(born,alive)","(brave,women)","(capitol,hill)","(care,act)","(care,system)","(child,care)","(civil,rights)","(clean,energy)","(clean,water)","(climate,change)","(climate,crisis)","(climateactionnow,act)","(committee,hearing)","(common,sense)","(congressional,art)","(congressional,delegation)","(congressional,district)","(continue,fight)","(continue,support)","(counsel,mueller)","(create,jobs)","(crisis,border)","(crisis,southern)","(dc,office)","(disaster,relief)","(discharge,petition)","(domestic,violence)","(donald,trump)","(drug,prices)","(economic,development)","(economic,growth)","(election,day)","(emergency,declaration)","(equal,pay)","(existing,conditions)","(fairness,act)","(family,friends)","(farm,bill)","(farmers,ranchers)","(federal,agency)","(federal,employees)","(federal,funding)","(federal,government)","(federal,workers)","(forthepeople,act)","(forward,continuing)","(forward,seeing)","(free,internet)","(future,generations)","(george,bush)","(government,shutdown)","(green,deal)","(gt,gt)","(gun,violence)","(happy,birthday)","(happy,easter)","(health,care)","(health,insurance)","(homeland,security)","(house,democrats)","(house,dems)","(house,floor)","(house,passed)","(house,representatives)","(house,senate)","(human,rights)","(humanitarian,crisis)","(immigration,system)","(introduced,bill)","(issues,facing)","(join,colleagues)","(judiciary,committee)","(king,jr)","(law,enforcement)","(lives,lost)","(look,forward)","(looking,forward)","(loved,ones)","(low,income)","(luther,king)","(martin,luther)","(maternal,health)","(medical,care)","(mental,health)","(middle,class)","(million,americans)","(millions,americans)","(mobile,office)","(move,forward)","(mueller,investigation)","(mueller,report)","(national,emergency)","(national,guard)","(national,park)","(national,parks)","(national,security)","(natural,resources)","(north,carolina)","(office,hours)","(op,ed)","(opioid,crisis)","(opioid,epidemic)","(paris,agreement)","(passed,house)","(past,time)","(paycheck,fairness)","(paycheckfairness,act)","(paying,jobs)","(people,deserve)","(people,pre)","(please,join)","(pre,existing)","(prescription,drug)","(prescription,drugs)","(president,george)","(president,realdonaldtrump)","(president,trump)","(press,conference)","(pro,growth)","(protection,act)","(proud,cosponsor)","(proud,join)","(proud,stand)","(proud,support)","(public,health)","(public,lands)","(public,service)","(puerto,rico)","(quality,affordable)","(read,statement)","(reopen,government)","(robert,mueller)","(rule,law)","(rural,communities)","(save,lives)","(savethenet,act)","(school,students)","(secure,border)","(senate,floor)","(sent,letter)","(service,country)","(sexual,assault)","(signed,law)","(social,security)","(south,carolina)","(southern,border)","(special,counsel)","(sri,lanka)","(subcommittee,hearing)","(supreme,court)","(survivors,protection)","(taking,time)","(task,force)","(tax,cuts)","(tax,reform)","(tax,returns)","(thank,service)","(time,congress)","(town,hall)","(town,halls)","(trump,admin)","(trump,administration)","(trump,campaign)","(unemployment,rate)","(victims,families)","(violence,women)","(voting,rights)","(watch,live)","(white,house)","(women,act)",name,party,position,score_0,score_115,score_116,state
167,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,15,5,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,2,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Duncan D. Hunter,R,H,0.9586776859504132,0.946808510638298,1.0,California 50th District
457,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,0,1,1,0,0,0,1,1,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,1,1,0,Dusty Johnson,R,H,0.8518518518518519,,0.8518518518518519,South Dakota At-Large
440,0,2,0,0,0,0,2,0,0,0,0,1,0,3,3,0,0,0,5,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,6,0,0,3,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,5,0,0,0,1,1,0,0,1,Dwight Evans,D,H,0.14049586776859505,0.18085106382978725,0.0,Pennsylvania 3rd District
426,0,1,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,0,15,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,3,0,8,1,0,5,0,0,0,1,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,1,0,1,0,6,3,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,2,2,1,0,0,0,4,0,0,0,1,0,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,4,0,0,1,Earl Blumenauer,D,H,0.13675213675213674,0.17582417582417584,0.0,Oregon 3rd District
232,0,3,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Ed Case,D,H,0.0,,0.0,Hawaii 1st District
182,1,1,0,0,1,1,0,0,1,0,0,1,0,0,5,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,6,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,1,1,3,1,0,0,0,0,2,0,1,7,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,3,0,1,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,4,1,1,0,0,2,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,1,0,2,5,0,0,0,1,0,0,0,0,Ed Perlmutter,D,H,0.22131147540983606,0.2842105263157895,0.0,Colorado 7th District
488,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,8,0,0,2,1,0,3,0,0,0,1,3,0,1,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0,7,1,0,6,0,0,1,1,3,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,2,2,1,0,1,1,1,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,8,1,0,0,1,1,1,2,4,0,0,0,0,2,4,0,1,0,1,0,1,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,3,0,0,2,Eddie Bernice Johnson,D,H,0.1391304347826087,0.18181818181818185,0.0,Texas 30th District
511,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,7,0,0,3,1,0,0,0,0,0,1,2,0,0,1,0,0,3,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1,1,1,0,1,Elaine Luria,D,H,0.0,,0.0,Virginia 2nd District
189,0,0,1,0,1,0,0,0,0,2,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,3,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,0,3,0,0,1,0,1,0,0,2,2,1,0,1,Eleanor Holmes Norton,D,H,,,,District of Columbia At-Large
291,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,0,1,14,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,10,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,2,2,2,0,0,3,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,3,4,0,0,3,0,0,4,5,0,Elijah Cummings,D,H,0.11827956989247312,0.15942028985507245,0.0,Maryland 7th District
367,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,5,0,0,0,1,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,1,2,0,0,1,4,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1,5,1,Eliot Engel,D,H,0.125,0.16129032258064516,0.0,New York 16th District
373,0,0,0,0,1,1,2,1,1,1,0,0,1,0,0,0,1,0,2,0,2,0,2,1,0,3,3,1,2,0,2,1,0,1,1,2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,1,0,1,5,0,0,2,0,5,1,0,1,0,0,0,1,0,0,1,0,2,1,2,5,1,0,0,0,0,0,2,0,0,0,0,0,2,2,4,0,0,1,1,2,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,6,0,1,0,1,0,0,0,0,8,1,0,0,1,0,0,2,0,0,0,1,0,3,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,Elise Stefanik,R,H,0.7723577235772358,0.8958333333333334,0.3333333333333333,New York 21st District
314,0,2,1,0,0,0,0,0,2,0,1,1,0,5,1,1,0,2,14,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,1,0,4,0,1,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,3,1,16,1,0,7,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,5,0,0,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,3,2,0,0,0,2,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,Elissa Slotkin,D,H,0.0,,0.0,Michigan 8th District
332,0,0,1,0,2,0,0,0,0,2,0,0,1,0,1,1,0,0,7,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,6,1,2,0,0,3,1,0,2,0,0,0,0,0,1,0,1,2,0,1,3,0,2,1,1,0,0,0,1,2,2,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,2,0,0,0,0,6,0,0,0,3,1,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1,1,0,0,1,5,0,0,1,0,3,0,2,0,Emanuel Cleaver,D,H,0.14655172413793102,0.18888888888888888,0.0,Missouri 5th District
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Eric Swalwell,D,H,0.1896551724137931,0.23655913978494625,0.0,California 15th District
536,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,2,0,0,0,3,4,2,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,0,0,0,1,1,0,0,F. James Sensenbrenner,R,H,0.8684210526315791,0.875,0.8333333333333334,Wisconsin 5th District
492,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,2,0,3,1,0,1,1,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,2,0,0,0,Filemon Vela,D,H,0.1864406779661017,0.24175824175824176,0.0,Texas 34th District
199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,Francis Rooney,R,H,0.9357798165137616,0.956989247311828,0.8125,Florida 19th District
421,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,0,0,1,1,3,0,0,0,0,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,6,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,1,21,2,0,1,0,1,0,0,0,2,0,0,Frank Lucas,R,H,0.975609756097561,0.9895833333333334,0.925925925925926,Oklahoma 3rd District
354,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,1,2,2,0,1,0,0,1,0,0,2,0,2,0,1,0,0,3,1,1,1,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,1,9,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,0,0,0,3,0,1,21,1,1,1,0,5,4,0,0,0,1,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,6,0,9,4,5,0,0,3,1,0,0,0,2,1,1,1,0,0,0,0,4,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,1,9,0,0,0,1,0,3,2,1,Frank Pallone Jr.,D,H,0.09016393442622953,0.11578947368421053,0.0,New Jersey 6th District
312,2,0,1,0,2,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,0,0,0,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,0,2,0,7,0,1,Fred Upton,R,H,0.8442622950819673,0.9473684210526316,0.4814814814814815,Michigan 6th District
205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,4,4,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,3,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0,0,Frederica Wilson,D,H,0.1262135922330097,0.15853658536585366,0.0,Florida 24th District
120,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,French Hill,R,H,0.9672131147540984,0.9684210526315791,0.9629629629629628,Arkansas 2nd District
392,0,1,0,1,0,0,1,0,1,0,1,1,1,2,1,0,0,0,4,0,0,0,1,0,3,1,0,1,0,6,0,0,3,1,1,0,2,1,1,5,1,2,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,1,0,0,1,3,0,0,0,1,0,5,0,0,4,1,1,9,0,0,0,0,3,3,1,0,0,0,0,1,0,2,0,3,0,0,2,4,2,1,3,3,4,0,0,1,0,1,0,0,0,0,4,0,0,0,0,1,18,0,0,0,1,1,1,2,1,1,1,1,0,0,2,0,1,0,0,10,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,1,3,1,0,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,9,4,1,0,G.K. Butterfield,D,H,0.1652892561983471,0.2127659574468085,0.0,North Carolina 1st District
282,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,Garret Graves,R,H,0.902439024390244,0.8854166666666666,0.9629629629629628,Louisiana 6th District
106,0,1,0,2,0,0,1,3,1,0,0,0,0,0,0,0,3,0,5,0,0,1,3,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,3,2,0,0,5,0,0,1,1,0,0,0,0,0,0,2,0,1,1,5,3,0,0,0,0,0,0,1,0,0,0,2,1,2,6,4,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,5,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,2,1,0,0,3,0,0,0,0,0,0,0,6,2,0,0,3,0,1,0,0,0,1,0,Gary Palmer,R,H,0.9338842975206612,0.9255319148936171,0.9629629629629628,Alabama 6th District
393,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,George Holding,R,H,0.91869918699187,0.90625,0.9629629629629628,North Carolina 2nd District
